total_time_on_host,total_est_exe_time,num_offload_heads,speed_up_of_accelerated_code,speed_up,fraction_of_accelerated_code,offload_non_accel_time,total_app_time_in_mpi,total_app_time_in_ignored,total_est_time_on_host,total_est_acc_time,total_data_tax,total_launch_tax,frac_Compute_bound_offloads,frac_L3_BW_bound_offloads,frac_GTI_BW_bound_offloads,frac_LLC_BW_bound_offloads,frac_DRAM_BW_bound_offloads,frac_Global_Atomic_bound_offloads,frac_Latencies_bound_offloads,frac_Data_Transfer_bound_offloads,frac_Launch_Tax_bound_offloads,frac_Dependency_bound_offloads,frac_Trip_Count_bound_offloads,frac_Unknown_bound_offloads,frac_Non_offloaded,measured_total_time_on_host,cpu_scale_factor
5.170000000000001,0.42539999347159163,2,12.421762352177048,12.153267699439338,99.80657640232107,0.0,0.0,0.0,0.010000000000000675,0.41538490256250005,0.0,1.5090909090909093e-05,0.0,99.41970050870407,0.0,0.0,0.3868758936170212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19342359767892958,5.170000000000001,1.0
