region_id,estimation_id,level_name,traffic,read_traffic,write_traffic,bandwidth,read_bandwidth,write_bandwidth,bandwidth_utilization,read_bandwidth_utilization,write_bandwidth_utilization,traffic_defined_time,traffic_defined_read_time,traffic_defined_write_time,bytes_ck,read_bytes_ck,write_bytes_ck
27,0,l3,33717248.0,16866880.0,16850368.0,58061607226.53514,29045020569.20841,29016586657.326733,0.2061846847533208,0.10314282872588212,0.10304185602743868,0.00011973454545454545,5.989659090909091e-05,5.9837954545454543e-05,52.783279296850125,26.404564153825824,26.3787151430243
27,0,gti,30603947.0,16864598.0,13739349.0,52700456166.99496,29041090930.950535,23659365236.044422,0.37429301254968006,0.41251549617827465,0.3360705289210855,0.00023955394886363636,0.00023955394886363636,0.00019516120738636363,47.90950560635905,26.400991755409574,21.508513850949473
27,0,llc,30603947.0,16864598.0,13739349.0,52700456166.99496,29041090930.950535,23659365236.044422,0.37429301254968006,0.41251549617827465,0.3360705289210855,0.00023955394886363636,0.00023955394886363636,0.00019516120738636363,47.90950560635905,26.400991755409574,21.508513850949473
27,0,dram,25942016.0,17459882.0,8482134.0,44672540999.09015,30066178915.481205,14606362083.608942,0.9306779374810448,0.6263787274058584,0.3042992100751863,0.0005404586666666667,0.0003637475416666667,0.000176711125,40.61140090826377,27.33288992316473,13.278510985099036
7,0,l3,33717248.0,16866880.0,16850368.0,58061607226.53514,29045020569.20841,29016586657.326733,0.2061846847533208,0.10314282872588212,0.10304185602743868,0.00011973454545454545,5.989659090909091e-05,5.9837954545454543e-05,52.783279296850125,26.404564153825824,26.3787151430243
7,0,gti,30603947.0,16864598.0,13739349.0,52700456166.99496,29041090930.950535,23659365236.044422,0.37429301254968006,0.41251549617827465,0.3360705289210855,0.00023955394886363636,0.00023955394886363636,0.00019516120738636363,47.90950560635905,26.400991755409574,21.508513850949473
7,0,llc,30603947.0,16864598.0,13739349.0,52700456166.99496,29041090930.950535,23659365236.044422,0.37429301254968006,0.41251549617827465,0.3360705289210855,0.00023955394886363636,0.00023955394886363636,0.00019516120738636363,47.90950560635905,26.400991755409574,21.508513850949473
7,0,dram,25942016.0,17459882.0,8482134.0,44672540999.09015,30066178915.481205,14606362083.608942,0.9306779374810448,0.6263787274058584,0.3042992100751863,0.0005404586666666667,0.0003637475416666667,0.000176711125,40.61140090826377,27.33288992316473,13.278510985099036
30,0,l3,86071418688.0,86004420736.0,66997952.0,207841693261.44064,207679909384.73697,161783876.70366272,0.7380741948204568,0.7374996782128445,0.0005745166076124386,0.30565134477272726,0.30541342590909093,0.00023791886363636364,188.94699387403693,188.79991762248815,0.1470762515487843
30,0,gti,8628075861.0,8616553813.0,11522048.000000004,20834719862.56942,20806896898.771873,27822963.797545396,0.14797386266029416,0.2955525127666459,0.0003952125539424062,0.12239423029829545,0.12239423029829545,0.0001636654545454546,18.940654420517653,18.915360817065338,0.025293603452313997
30,0,llc,8628075861.0,8616553813.0,11522048.000000004,20834719862.56942,20806896898.771873,27822963.797545396,0.14797386266029416,0.2955525127666459,0.0003952125539424062,0.12239423029829545,0.12239423029829545,0.0001636654545454546,18.940654420517653,18.915360817065338,0.025293603452313997
30,0,dram,4467550208.0,4456147627.0,11402581.0,10788055014.256178,10760520534.41704,27534479.839137875,0.22475114613033703,0.22417751113368833,0.0005736349966487058,0.09307396266666666,0.09283640889583333,0.00023755377083333333,9.80732274023289,9.78229139492458,0.025031345308307158
31,0,l3,86071418688.0,86004420736.0,66997952.0,207841693261.44064,207679909384.73697,161783876.70366272,0.7380741948204568,0.7374996782128445,0.0005745166076124386,0.30565134477272726,0.30541342590909093,0.00023791886363636364,188.94699387403693,188.79991762248815,0.1470762515487843
31,0,gti,8628075861.0,8616553813.0,11522048.000000004,20834719862.56942,20806896898.771873,27822963.797545396,0.14797386266029416,0.2955525127666459,0.0003952125539424062,0.12239423029829545,0.12239423029829545,0.0001636654545454546,18.940654420517653,18.915360817065338,0.025293603452313997
31,0,llc,8628075861.0,8616553813.0,11522048.000000004,20834719862.56942,20806896898.771873,27822963.797545396,0.14797386266029416,0.2955525127666459,0.0003952125539424062,0.12239423029829545,0.12239423029829545,0.0001636654545454546,18.940654420517653,18.915360817065338,0.025293603452313997
31,0,dram,4467550208.0,4456147627.0,11402581.0,10788055014.256178,10760520534.41704,27534479.839137875,0.22475114613033703,0.22417751113368833,0.0005736349966487058,0.09307396266666666,0.09283640889583333,0.00023755377083333333,9.80732274023289,9.78229139492458,0.025031345308307158
20,0,l3,85937332032.0,85870334080.0,66997952.0,207517906363.86636,207356122487.1627,161783876.70366272,0.7369243833944118,0.7363498667867994,0.0005745166076124386,0.30517518477272726,0.3049372659090909,0.00023791886363636364,188.6526421489694,188.5055658974206,0.1470762515487843
20,0,gti,8619664725.0,8608142677.0,11522048.000000004,20814409000.088703,20786586036.291157,27822963.797545396,0.14782960937563,0.2952640061973175,0.0003952125539424062,0.12227475393465909,0.12227475393465909,0.0001636654545454546,18.922190000080636,18.89689639662832,0.025293603452313997
20,0,llc,8619664725.0,8608142677.0,11522048.000000004,20814409000.088703,20786586036.291157,27822963.797545396,0.14782960937563,0.2952640061973175,0.0003952125539424062,0.12227475393465909,0.12227475393465909,0.0001636654545454546,18.922190000080636,18.89689639662832,0.025293603452313997
20,0,dram,4459139072.0,4447736491.0,11402581.0,10767744151.77546,10740209671.936323,27534479.839137875,0.22432800316198875,0.22375436816534006,0.0005736349966487058,0.09289873066666667,0.09266117689583334,0.00023755377083333333,9.788858319795873,9.763826974487564,0.025031345308307158
